listing_id,id,date,reviewer_id,reviewer_name,comments
23197,150631225,08-05-2017,89754617,Alice,"Etain was an excellent host. Great communication from the start. The apartment is a beautiful, clean and spacious. The location was perfect for us, not in the hustle and bustle of the city and just a short public transport journey in. There is a tram stop just outside the door of the apartment. I can't recommend this apartment enough. Thankyou Etain for making our stay in Barcelona amazing! We will definitely be back. "
23197,154362623,24-05-2017,23537225,Cecilia,The place looks exactly as pictures. It is quite and even though is not centrally located public transportation and a complete shopping mall is 5 minutes away on foot . It was easy to communicate with the host and she was very helpful . 
23197,156578075,31-05-2017,90773973,Lauren,"We had a great week at Etain's place. This apartment is the perfect spot to stay if you are attending a function at the ICC. It was walking distance from the conference venue and right across the road from public transport, which made it really easy to get anywhere in Barcelona. There is a big shopping mall just down the road- very convenient."
23197,164834566,29-06-2017,137641361,Martin,The host canceled this reservation 335 days before arrival. This is an automated posting.
23197,166983841,05-07-2017,656553,Rene,"This place is perfect for 3-4 people. It is located on outskirts of BCN near the beaches, and central to public transport. There is a large mall nearby that has anything you may need. All in all a solid place for a very reasonable price!"
23197,172816547,22-07-2017,3472883,Emily,"Well located airbnb right next to the tram and perfect for those attending a conference at the CCIB. Recommend Sabor Mudejar as a nice neighborhood tapas place.

Note to future guests: the AC is now only in the living room and while there are fans in all the bedrooms it was pretty warm in July and even with the door open and fan in the hall way to try to blow in some cool air it was a little toasty some nights. 

Would absolutely stay again but maybe not in July."
23197,183421661,17-08-2017,127721196,Joanne,"Lovely apartment in a quiet residential area. Easy access to the main Barcelona attractions via the nearby Metro station or the tram, which stops right outside the apartment. Just a 10 minute walk to a large shopping centre, which contains a supermarket, retail shops and restaurants. We preferred to eat at the local bars, which we found good value and decent quality. All in all we had a great stay and we would definitely recommend this apartment."
23197,197359439,25-09-2017,36204102,Robert,Wonderful apartment -  easy metro access to downtown.
23197,200448257,05-10-2017,151833917,Jose Luis,"El apartamento es tal como se describe. Muy cómodo, con una gran terraza, todo el menaje necesario  y muy limpio. Tony nos recibió a la llegada muy atentamente explicándonos varios temas sobre comunicaciones, lugares de interés, etc. Tanto Etain como Tony nos han atendido en todo momento fantásticamente, ayudándonos en cualquier necesidad. Sin duda a nuestra vuelta a Barcelona intentaremos reservar en este mismo lugar situado fuera del bullicioso centro, muy bien comunicado y en zona muy, muy segura."
23197,248778802,01-04-2018,86452262,Csaba,"Marnie's place is a clean, spacious, cozy and well located apartment in Barcelona. It is far from the noisy streets, close to a port and beaches. As we have been traveling to the northern area of Spain each day the location fitted for us perfectly. Marnie has been always very communicative, helpful and lovely with us. The arrival went smoothly, we haven't got any bad surprises. Thank you, Marnie again! :-)"
23197,269233152,27-05-2018,29476632,Pbrenner46,"The photos do not do justice to Etain’s apartment, which is spacious, bright, and comfortable. The beds are excellent, the furniture is very good, and the apartment features high quality appliances, a plentiful supply of dishes, silverware and cooking utensils, good wi-fi, and a lovely balcony. The location is great if you are attending an event at the Forum (about an 8-minute walk from the apartment) or want to be near the water. It was also quite good for exploring Barcelona, because the T4 tram stops 30 meters from the front door of the building and connects you easily to the L4 subway line. The nearest subway station is about a 10-minute walk. There are small food markets nearby, and a super large supermarket in the Diagonal Mall, about a 12 minute walk. (But it is easy enough to hop on the tram at the Mall and go two stops to the apartment.) My group consisted of 4 adults, three of whom stayed in the apartment for a very pleasant week. We would do so again the next time we are in Barcelona."
23197,277908334,17-06-2018,166538847,Andrew,Lovely apartment close by to everything 
23197,286862435,07-07-2018,7470721,Aditya,Etain's apartment is large spacious and exactly as mentioned in the listing. It is 5 mins from the convention centre so perfect for anyone who is in town for a congress. I would highly recommend staying here. 
23197,289882160,13-07-2018,67337908,Vittorio,Excellent solution when attending conferences in the nearby Centre Convencions Internacional Barcelona.
23197,293802391,21-07-2018,184751401,Veronika,-
23197,303882083,08-08-2018,116100564,Anamaria,"Spacious apartment in a quiet residential area. Easy acces to the seaside and the main Barcelona attractions. Just a 10 minutes walk to a shopping center, Diagonal Mar. All in all we had a great time and we recommend the apartament. "
23197,334812300,10-10-2018,167671739,Raymond,Highly recommend! Just the right distance from all the hustle and bustle. Tram stop is 100 feet from the front door and provides easy access into the heart of the city within 10 minutes. The apartment is clean and well maintained.  Lots of space to entertain in living and dining area and the added benefit of a spacious balcony.
23197,336214681,14-10-2018,93208215,Emmanuel,"Great place and great host.  Very responsive and helpful.  Place is very spacious and located across the street from a tram stop.  If you learn the very useful and easy metro/tram/bus combo to get around Barcelona, you can get anywhere from this location."
23197,365455559,01-01-2019,220992441,Rafael,"El departamento cuenta con todo lo necesario para  6 personas.
La ubicación es excelente, tal cómo se menciona. El transporte público,  una maravilla a la puerta.  Fueron muy gentiles con un early check in y un late check out sin costo.  Pasamos una semana inolvidable en familia. Para mejorar, la cama matrimonial. Volveré a Barcelona, sin duda alguna. Rafael, Santiago de Chile"
25786,77146,11-08-2010,191524,Sammy And Dina,"Pedro is an intelligent, sensitive and kind young catalan. A cool cat, one might say. He reached out to us when we were really in a bind and invited us into his home despite the last minute request and the late hour. His apartment is clean, warm and friendly with a state of the art bathroom facility. Great guy that I highly recommend! "
25786,89965,04-09-2010,169957,Krishna,"I had a REALLY GREAT time with Pedro! He is extremely nice and his apartment is beautiful. I had a very comfortable room for myself, and Pedro generously let me use his kitchen. The location is just perfect - it is in the very central location and very close to 3 subway stations. I absolutely loved my stay in Barcelona. I would definitely recommend staying with Pedro!"
25786,102942,22-09-2010,218749,Molly & Charlie,Pedro's place is very comfortable and has all the essentials you need to travel.  He made sure we were comfortable and the location is convenient for the metro and is very active.  It is close to many restaurants and internet cafes and is within walking distance to the major Barcelona attractions.  Given all the wonderful activities within the area the noise level was a bit much for the light sleeper but we would highly recommned this place. 
25786,230882,18-04-2011,499814,Raphaël,"Pedro was very welcoming and nice, his flat is sunny and wonderfully situated, I strongly recommend him !"
25786,251270,04-05-2011,220142,Antonia,Friendly and inviting home. Conveniently located to the 5th Avenue shops and metro. I will definitely stay at Pedro's house again as he is a wonderful host.
25786,272147,20-05-2011,526458,Alexa,"Pedro Pérez me recibió en su casa como si yo pertenecía a su propia familia.
Una estancia inolvidable !!

Alexa y  Romano"
25786,290618,31-05-2011,527510,Maxim,Pedro was very nice and friendly. He has exceptional music taste. Location is perfect. Very comfortable room. I highly recommend Pedro's place. 
25786,305553,09-06-2011,504308,Elena,"Pedro is great host, provided us with all required things. Apartment location is perfect. Recommended!"
25786,310246,12-06-2011,650004,Cm,"
Pedro is a warm host and interesting to talk to.  He is very flexible with the arrangements.  There are some bars right below but I think the noise is not any worse than most places in Barcelona.  The area has lots of nice shops and restaurants and it is also convenient to the central tourist spots.  "
25786,316777,15-06-2011,679912,Wentao,pedro was a great host. i really enjoyed the stay with him.
25786,326695,21-06-2011,612522,Diana,My heart remains in Barcelona! Pedro I miss you))
25786,329189,22-06-2011,215000,Carmen,"Nice place, nice host.
Close to everything.
:)"
25786,334880,26-06-2011,67243,Nana,"Thank you Pedro! Wonderful apartment in the best neighborhood of Barcelona. Everything was really clean and Pedro is very easy going and trusting. Apartment is on the first floor so it has easy access, and the room has a balcony. Towels, sheets provided. Very nice place."
25786,349252,03-07-2011,528643,Vincent,We were very happy of our stay at Pedro's place. Pedro had a real concern for our well being. The flat is clean and functional and very central in barcelona. The metro Diagonal is situated at 5min by foot. Pedro is a great host and is a great person.
25786,360654,08-07-2011,689213,Dasha,"everything was ok) Pedro is a really nice guy,  a room is ok, clean and destination is in a good place in Barcelona) "
25786,364301,10-07-2011,697061,Emily,"Pedro was a great host, very helpful and friendly.  His flat is in an excellent location which made it easy to make the most of my time in Barcelona.  Thanks for a memorable stay Pedro!"
25786,374431,15-07-2011,741369,John,Great place. Great host.
25786,398161,26-07-2011,371781,Vanessa,Pedro is a wonderful guy and his apartment is very nice and in my favorite neighborhood in Barcelona.
25786,416568,02-08-2011,648941,Allegra,"Staying with Pedro was very easy and enjoyable. He is a welcoming host and his flat is in an excellent location, close to restaurants and bars and away from the tourist strip. The apartment is very clean and Pedro is happy to help with questions about Barcelona, maps etc. "
25786,420349,04-08-2011,340045,Laura,"A comfy bed, a very gracious host, and an excellent location. What more could you want?"
25786,424240,06-08-2011,788488,Maria,Pedro is a very friendly host. We arrived very late and that was ok. The room is small but clean and nice. The location of the appartment is perfect for going out in the night and having some drinks. 
25786,434959,10-08-2011,718381,Valeri,"Pedro is a nice guy, friendly and helpful. We got very early flight. He help us to get a taxi. Small but clean room, great location."
25786,444780,14-08-2011,151007,Naty,"Pedro  es una magnifica persona y muy buen anfitrion. El lugar es para destacar ya que esta situado en el barrio Gracia, lugar tipico de Barcelona en donde las personas son del lugar y no turistas.
Muchas gracias Pedro por todo."
25786,500135,04-09-2011,414809,A. Patricia,"Pedro is really easy-going and nice. He helped me get all of my suitcases up the stairs since there was no elevator in the building. He also gave me some good advice for getting around and for living in Spain generally speaking. Also, the area is great. He is in the heart of Gracia so close to a lot of fun shops, cafes, and public transportation. The only thing is that the neighborhood can be a little noisy at night. Also, there is in an internet cafe around the corner since there is no internet in the apartment itself. "
25786,1119474,12-04-2012,384120,Laura,"We really enjoyed our time in BCN and at Pedro's. His flat is simple, pleasant, comfortable, and clean. And he is lovely-- very relaxed and welcoming. We instantly felt comfortable and really enjoyed our chats with him. He made some great recommendations for food in his neighborhood. We loved Gracia as well-- perfect place to explore this lovely city. "
25786,1281894,14-05-2012,481080,Hoi-Kee,Pedro is a warmhearted and flexible person. His house is special and clean. We had a wonderful time in Barcelona!
25786,1322419,21-05-2012,2358518,Jordan,Pedro was awesome! The location was fantastic and I would highly recommend it to anyone! Enjoy
25786,1492450,16-06-2012,2420532,María,"Alojamiento, ubicación, ambiente y anfitrión IDEAL. Por supuesto, repetiré."
25786,1507105,18-06-2012,2438818,Anki,"We had a very nice, but short stay in Barcelona. We enjoyed very much to meet Pedro, and got an instant liking to him. Friendly, open, sincere...
The flat has a great location in a more bohemian area of the city. Pedro couldn't be there when we arrived, but arranged very smoothly for someone to come and open up for us. Communication was quick and clear. "
25786,1519898,19-06-2012,704098,Dennison,"Pedro's place is in a super location, really pleasant and enjoyable. Tranquil with a lovely square downstairs- plenty of great restaurants and bars. A comfortable bed and a lovely little balcony overlooking the street.  I recommend! "
25786,1530715,21-06-2012,2518865,Dmitrii,Everything was great! Highly recommended!
25786,1623823,03-07-2012,2645666,Anastasia,"Pedro was very welcoming and helpful! The room was perfect, just the right size with all that you need. The apartment is located right next to the Placa Gracia which makes it very easy to get to many of the beautiful sights of Barcelona. I would recommend his room and I will definitely try to return in the future. Gracias por todo Pedro!"
25786,1658317,08-07-2012,140458,Marie-Anne,I had a really good time staying at Pedro's! I learnt a lot from our interesting conversations - thanks Pedro! The apartment is well located and clean. Pedro is very respectful and accommodating. I would definitely recommend!
25786,1975782,13-08-2012,2653558,Kevin,"Stayed for 3 nights (Thu, Fri & Sat) and left very pleased with both the room and the host.

The room is on a somewhat quiet, tiny little road located within 5 minutes walk from Fontana and Diagonal subway stations (both on the L3 green line), although you can easily walk through Passeig de Gràcia right to Plaça de Catalunya and beyond. I barely heard any noise during the night; woke up on Friday to some lovely opera being played in the neighbourhood, and on Saturday to some smooth jazz.

The bed is comfortable, but lacks a sommier (I actually prefer to sleep that way). A set of clean sheets and towel can be found on the bed as soon as you arrive. To battle the heat, you can either sleep with the balcony door open or use the fan provided in the room. A chair, mirror and small table with drawers are also included for your personal use.

The shower & WC is clean and work as expected. I didn’t use the kitchen so I can’t comment on that aspect of the house.

Pedro is a fantastic host and a unique individual, very easygoing and a pleasure to talk to. He couldn’t be present at the time of my arrival, but promptly arranged for someone to be ready to open the house and show me around.

Barcelona is an amazing place and this room is a superb choice with good value for money. I’ll definitely stay here again in future visits to the city!"
25786,4812981,27-05-2013,2805388,Elisa,"Great location, ambiance and prize. Pedro was kind and make us feel at home.  What else do you need?"
25786,4894464,31-05-2013,6484481,Nanna,"I reallt enjoyed my stay at Pedro's. He is very welcoming, which is nice when you arrive in a foreign country. The apartment is very well-located - with a bit of noise. Not more than you can expect, when you live in the city. Really nice neighborhood. 

We had great talks every evening - he is a really nice guy and very interesting to talk to. 

All in all I had a really nice stay, and I can only recommend Pedro. "
25786,5103381,12-06-2013,6221982,Stephanie,"Really nice experience. Pedro's Flat is really well situated, right in a heartful area of Barcelona, with a easy access to centre. Pedro is a really nice host looking to make sure you have a nice stay. The bed is confortable, the room is slightly small but it is enought for a weekend away.

Thank you Pedro, Stephanie"
25786,5246996,20-06-2013,3290842,Norman,"muy satisfecho. todo en orden. Pedro se ha convertido en alemán, me convertí en español ;) la repetición no se excluye en la ocasión. barcelona, sonar, off, muy bien :) "
25786,5537533,04-07-2013,7287065,Philippe,The reservation was canceled 7 days before arrival. This is an automated posting.
25786,6034399,27-07-2013,7516336,Elsa,"Pedro is a super chill guy! He was insistent that while I was staying at his place that I feel at home and free. We had some great chats and he hooked it up with some ayurvedic medicine when I was feeling sick. I felt much better! All in all a comfortable stay, in a great location, with a great host! "
25786,6172504,02-08-2013,5265732,Ivan,The reservation was canceled the day before arrival. This is an automated posting.
25786,6184610,02-08-2013,4262593,Rebecca,"I don't know if we were just there at an inconvenient time but we didn't actually feel very welcome in Pedro's home despite so many positive reviews. We felt that we were constantly in the way and he didn't have the time to talk to us or give us any advice even when we asked simple and direct questions. We have stayed with many people all over Europe and Australia through many websites and not felt this uncomfortable before. We could not use the kitchen, it was a great problem that we used the washing machine despite asking, we didn't feel at all like we had any right to be in his home. All in all we were disappointed with our stay with Pedro, I'm sorry"
25786,6330829,08-08-2013,7652268,Anne-Claire,"Pedro is very welcoming and helpful. He has prepared a map of Barcelona´s sites to see for us which was in french. We really appreciated! Moreover, his flat is close to the centre of Barcelona. We really recommand!"
25786,7749909,01-10-2013,8559606,Jonathan,"Great stay.. Pedro is really relaxed and friendly, always up for a chat and catch up... Nice apartment, room with big window and morning sunlight, comfy bed. I meant to ask about a massage though!! - I'm sure he's good! "
25786,12591470,05-05-2014,14538227,Grzegorz,"This was our first time with airbnb.
Pedro is a very kind man.Courteous, and a willing to help.
The room is in a very good place in Barcelona.I am very pleased with our choice.
It was some very interesting days in Barcelona."
25786,13376959,26-05-2014,7918956,Rika,"I had a really lovely experience by staying at Pedro's. He welcomed me as if we were old friends. His place was very cozy and located in a convenient neighborhood to visit anywhere in Barcelona. I can't mention enough about his wonderful hospitality but the most memorable thing he did for me was that he took me to a motorcycle ride all over Barcelona.  Muchas Gracias, Pedro. You made my stay in Barcelona very special!   "
25786,13688114,02-06-2014,9881717,Silvia,"The place it was very cool ,in the hart of barrio de Gracia ,really nice neighborhood. Pedro was so warm and respectful and also a very good therapist.
I recommend the place and also the ayurvedic treatment with him.
definitely a place to return.
silvia"
25786,14294073,16-06-2014,15644171,Ricardo,"I felt most welcome at Pedro's place, he is providing a very familiar atmosphere which made my stay at his place and in Barcelona really smooth. Highly recommended! Ricardo  "
25786,14880918,28-06-2014,16283588,John-Michael,"I'd rather think of Pedro as a new friend than as just a host (the apartment's great too) Super relaxing environment - floor pillows, great art, including an amazing piece of his own - and Gracia's a real, genuine neighborhood removed from the more touristy thoroughfares. Can't recommend it enough (best for solo travelers who pack light!) Bonus: Pedro has an amazing library on ayurveda, philosophy, and other great stuff!"
25786,14942124,29-06-2014,5000550,Stella,"It was a pleasure staying at Pedro's place. I immediately felt at home, the room was clean and cosy, the area is one of the best in Barcelona and Pedro is a relaxed, friendly guy. It was a very positive experience and I recommend this place to anybody who is looking for a basic, clean place with great value for money. Thanks for hosting me and hope to see you again!"
25786,15113327,02-07-2014,3628413,Verena,"Pedros flat is in a perfect location for visiting barcelona. You have different metro stations nearby, or you can walk to the city center. 
Pedro is a nice, uncomplicated host, so we had no problems.
Everything was good except the fact, that it was very loud outside, but i guess this is barcelona..."
25786,15458983,09-07-2014,15354557,Shannon,"Pedro's B&B is in the perfect location to enjoy Barcelona. His neighborhood is very nice for experiencing some of the excellent food, markets, shopping and art found in BCN. Pedro is very easy going and relaxed. I felt very comfortable at his B&B and enjoyed interacting with him. The B&B is centrally located so that you can be in any of the tourist spots by metro or a short walk. I look forward to returning. "
25786,15551972,11-07-2014,15185795,George,Great place to stay for travelers. Nice room with balcony in a great neighborhood. Great host with good conversation
25786,15922914,18-07-2014,17199664,Erison,Pedro was an excellent host and our stay couldn't be better. He is always willing to help and gave us some smart tips about the city and Spain. The location is perfect: in a charming neighborhood; close to metro and city center; nice tapas and bars around; good place to rest. I strongly recommend! 
25786,16116442,22-07-2014,14361760,Raffaella,"I had a great time with Pedro! He showed me its amazing city. I feel at home in his place, he keep saying ""my home is your home""!"
25786,16360550,26-07-2014,5421854,Emna,Pedro is a wonderful host. He makes you feel comfortable right away. The apartment is very well located. I would recommend staying with Pedro. 
25786,17284871,10-08-2014,17326672,Carlos Rafael,"O apartamento é limpo, confortável para dormir e bem localizado, próximo ao metrô e comércio. Pedro é um anfitrião gentil e tranquilo. Recomendo este lugar!"
25786,17447709,12-08-2014,6282713,Christophe,"I felt  very well and welcome at Pedro's place. 
Pedro was very quick at answering my questions and was very flexible for our appointments. He is very kind, open and respectful.
The room was nice, simple and clean with a good mattress and fresh sheet.
I asked Pedro for an appointment for an Ayurvedic Massage. It was a wonderful moment. He's very professional and talented in his job.
I recommend this place for a stay in Barcelona.
"
25786,17731560,16-08-2014,6342917,Alia,Pedro is so welcoming! Once you enter his home it is transformational! My friend and I learnt a lot about human nature and understanding interactions! We also got a massage! Definitely worth it! Such a wonderful experience that we keep chatting about and will continue to for days and weeks to come! 
25786,18582149,28-08-2014,16457622,Talia,Pedro's apartment is in a great location in the lovely Gracia neighborhood. Pedro was very kind and helpful. Thank you Pedro!
25786,18588608,28-08-2014,14188054,Iain,Pedro was very welcoming and accommodating. A lovely guy with a great energy. I only stayed one night but plan to return. The location is perfect for Barcelona Central as well as the bohemian Gracia. Highly recomended
25786,18986168,04-09-2014,17622116,Lucinda,"Arriving via good directions and Shuttle bus advise I arrived hot and a little daunted by my large suitcase and narrow 2nd floor apartment but no...down came a strapping Pedro who threw the suitcase onto his shoulder and up we went. Laughing all the way. His warm welcome and invitation that I was at home made a lovely arrival. His apartment is Spartan, clean and has everything one could need. But most importantly its Pedro who is the winning card. How kind and willing to help...great directions and bus advise, went to a lot of trouble to get restaurant addresses and beaches to visit. Lovely intriguing conversations, music, laughter and ate a couple of meals together. He is now the kind of person who I would call for sage advise or a good laugh. The song of the moment was ""Sweet as cherry pie and wild as Friday night"" vintage Sade and so Pedro. Made my stay in Barcelona a highlight. Thanks for every thing Pedro. Much love Lucinda"
25786,19604274,15-09-2014,17781170,Светлана,"Все было супер: много солнца, много моря, горы, закаты над самым прекрасным городом Испании - Барселоной....и, конечно, Педро -  открытый и очень душевный хозяин в доме, который становится твоим на все время пребывания..."
25786,20566049,01-10-2014,19474170,Daniel,"Pedro is a true world citizen, offering insight and encouragement to help on life's journey. A character that will enrich your experience.
Steps from an authentic local square in a beautiful neighborhood and walkable to most of the city."
25786,20656327,03-10-2014,18392144,Mehdi,"Pedro is a very welcolming host.
Stayed only for 1 night , wish i could have stayed longer to learn more stuffs about his amazing job ;)
The room and flat are clean and good for a short stay in BCN."
25786,20912074,07-10-2014,13332862,MFernanda,"Pedro fue muy amable desde el principio y nos dejo hospedarnos con nuestros hijos en la habitación. 
La ubicación es perfecta si te gusta gracia, como a nosotros. Sin embargo, hay que decir que hay un bar justo debajo y que para dormir se hacía complicado si abres la ventana entra el ruido y si la cierras el calor.
La habitación es muy sencilla, el colchón está directo en el suelo, para mi que estoy embarazada no era lo mas cómodo. 
La limpieza general del piso y en particular del baño bastante deficiente, para mi la limpieza es un punto clave y en ese sentido no me gusto. 
Gracias 
Fernanda  "
25786,21398666,16-10-2014,10984642,Cara,"Excellent location, lovely flat and room was just perfect.  I wanted to feel like a local and Gracia was the perfect neighbourhood for that. Great local squares and close to the metro, park guell and an easy walk down to la rambla! Pedro was such a warm and welcoming host making his place feel like home from home!  I'm just sorry he will be away travelling when I'm back in January as I would stay again in a heartbeat.  "
25786,21878965,26-10-2014,10962536,Olga,Good emotions 
25786,30090089,17-04-2015,7948804,Brernhard,The reservation was canceled 6 days before arrival. This is an automated posting.
25786,31982047,12-05-2015,31964848,Kate,"Pedro had everything ready for my arrival (bed made, towels, guide book, fan, etc.) and welcomed me to his home enthusiastically. His home is clean, neat, and clutter free. The location is incredible, a very accessible location in the heart of Barcelona with fantastic organic shops etc. surrounding. As a female traveling alone, I felt very comfortable staying with Pedro. As a plus, Pedro is a wonderful person with whom I enjoyed spending time and having extensive conversations. "
25786,33180878,25-05-2015,8609345,Maarten,"We had a great time at Pedro's. The place is located in a very nice, authentic neighborhood. Pedro is a welcoming host and made we sure we felt at home. He gave us some good tips about Barcelona. Would definitely stay again. Thanks Pedro!"
25786,33539790,29-05-2015,33156118,Audrey,"We loved staying with Pedro! Unfortunately I fell ill during the stay, but he was very caring and took great care of me. "
25786,33616612,30-05-2015,33156118,Audrey,We had a great experience staying with Pedro!
25786,33814590,01-06-2015,31982764,Aitor,"Pedro es un gran anfitrión. Tiene muy buen rollo. La casa está está limpia y pone toallas en el baño.
La ubicación es muy buena. Está cerca de laparada diagonal de metro."
